unique_paragraph_id,mean_surprisal_gpt2,avg_mean_surprisal_gpt2,mean_surprisal_pythia,avg_mean_surprisal_pythia,SBERT,lexile,text_evaluator,o3-mini_simple_prompt,o3-mini_clear_prompt,o3-mini_clear_specific_prompt,llama-3.3-70b-versatile_simple_prompt,gemini-2.0-flash_simple_prompt,claude-sonnet-4-0_simple_prompt,gpt-4o_simple_prompt,gpt-5_simple_prompt,gemini-2.5-pro_simple_prompt,llama-3.3-70b-versatile_simple_specific_prompt,gemini-2.0-flash_simple_specific_prompt,gpt-4o_simple_specific_prompt,claude-sonnet-4-0_simple_specific_prompt,gpt-5_simple_specific_prompt,gemini-2.5-pro_simple_specific_prompt,llama-3.3-70b-versatile_clear_prompt,gpt-5_clear_prompt,gemini-2.0-flash_clear_prompt,gemini-2.5-pro_clear_prompt,gpt-4o_clear_prompt,claude-sonnet-4-0_clear_prompt,llama-3.3-70b-versatile_clear_specific_prompt,gemini-2.0-flash_clear_specific_prompt,gpt-4o_clear_specific_prompt,gemini-2.5-pro_clear_specific_prompt,gpt-5_clear_specific_prompt,claude-sonnet-4-0_clear_specific_prompt,CAREC,CAREC_M,CARES,CML2RI,flesch_reading_ease,flesch_kincaid_grade_score,gunning_fog_index,coleman_liau_index,smog_index,dale_chall_score,ARI,linsear_formula,difficult_words_count_textstats,syllable_count_textstats,text_length_textstats,sentence_count_textstats,char_count_textstats,letter_count_textstats,polysyllabcount_textstats,monosyllabcount_textstats,fernansex_huerta,szigriszt_pazos,gutierrez_polini,crawford,text_length,text_length_no_punc,sentence_count,cpidr_density,depid_density,word_length,raw_wordFreq_frequency,wordFreq_frequency,mean_entropy_gpt2,avg_mean_entropy_gpt2,mean_entropy_pythia,avg_mean_entropy_pythia,total_slor_gpt2,average_slor_gpt2,total_slor_pythia,average_slor_pythia,total_slor_gpt2_pimentel,average_slor_gpt2_pimentel,total_slor_pythia_pimentel,average_slor_pythia_pimentel,UID_superlin_1.25_gpt2,UID_superlin_1.5_gpt2,UID_superlin_2_gpt2,UID_var_sent_gpt2,UID_var_lang_gpt2,UID_local-var_gpt2,UID_max_gpt2,UID_superlin_1.25_pythia,UID_superlin_1.5_pythia,UID_superlin_2_pythia,UID_var_sent_pythia,UID_var_lang_pythia,UID_local-var_pythia,UID_max_pythia,UID_superlin_1.25_gpt2_pimentel,UID_superlin_1.5_gpt2_pimentel,UID_superlin_2_gpt2_pimentel,UID_var_sent_gpt2_pimentel,UID_var_lang_gpt2_pimentel,UID_local-var_gpt2_pimentel,UID_max_gpt2_pimentel,UID_superlin_1.25_pythia_pimentel,UID_superlin_1.5_pythia_pimentel,UID_superlin_2_pythia_pimentel,UID_var_sent_pythia_pimentel,UID_var_lang_pythia_pimentel,UID_local-var_pythia_pimentel,UID_max_pythia_pimentel,avg_UID_superlin_1.25_gpt2,avg_UID_superlin_1.5_gpt2,avg_UID_superlin_2_gpt2,avg_UID_var_sent_gpt2,avg_UID_var_lang_gpt2,avg_UID_local-var_gpt2,avg_UID_max_gpt2,avg_UID_superlin_1.25_pythia,avg_UID_superlin_1.5_pythia,avg_UID_superlin_2_pythia,avg_UID_var_sent_pythia,avg_UID_var_lang_pythia,avg_UID_local-var_pythia,avg_UID_max_pythia,avg_UID_superlin_1.25_gpt2_pimentel,avg_UID_superlin_1.5_gpt2_pimentel,avg_UID_superlin_2_gpt2_pimentel,avg_UID_var_sent_gpt2_pimentel,avg_UID_var_lang_gpt2_pimentel,avg_UID_local-var_gpt2_pimentel,avg_UID_max_gpt2_pimentel,avg_UID_superlin_1.25_pythia_pimentel,avg_UID_superlin_1.5_pythia_pimentel,avg_UID_superlin_2_pythia_pimentel,avg_UID_var_sent_pythia_pimentel,avg_UID_var_lang_pythia_pimentel,avg_UID_local-var_pythia_pimentel,avg_UID_max_pythia_pimentel,max_embedding_depth_heuristic,avg_embedding_depth_heuristic,text,level,text_id,max_embedding_depth,avg_embedding_depth
1_10_Adv_1,4.748505,4.94677970374635,5.3970504,5.626755376821574,-1.11187,1490,830,10,25,30,9,7,10,9,10,9,9,7,10,10.0,10,9,40,38,68,22,35,25,38,60,25,25.0,42,25.0,0.12781,0.19768,0.2512718070369654,0.868170453448279,55.92,13.4,14.47,10.4,11.9,9.66,17.1,18.666666666666668,15,134,96,3,460,448,7,67,90.2,87.87,38.73,2.8,98,96,3,0.494949494949495,0.4444444444444444,4.6020408163265305,82.34299680612244,11.62497018730766,6.924933326430619,7.0983441078664775,7.547195173647939,7.904597458106522,2.757090899197012,2.7691502122538725,2.0645893631952354,1.875558341414516,2.752567568654241,2.755670770670245,2.0600885747872546,1.832905163163219,7.643820005834983,12.516531084644424,36.07624282350318,13.191332446768964,13.522587892531508,19.77119817189658,24.878469705581665,8.998424871973915,15.14494821179083,46.10040321255783,16.110332452178625,16.36531512344097,23.961912775288774,29.192291498184204,7.673229791253471,12.607164171559177,36.60725715073372,13.67904873738672,14.015531430934276,20.86655371997611,25.04092544317245,9.04266272075265,15.3090582002526,47.4440080449987,17.404621520578267,17.664169867960457,27.48516339972356,31.05038273334503,7.986177767253062,13.16192976708922,38.12443949484046,13.507936776670938,14.110212145519304,21.197677048756034,15.02128005027771,9.720921561572418,16.488504655744375,50.36768685954931,15.865802436019512,16.90779342078304,26.019380559536973,17.437206029891968,8.031128780640687,13.27957702261206,38.73744313422507,13.987699469220418,14.609765536421206,22.29514872847129,15.119266969462236,9.83797097865324,16.789061521758438,52.15163267519659,17.137112334432985,18.26765054266123,29.674807285594685,18.10812244121917,3,3.0,"Agios Efstratios is so remote, so forgotten by the banks, the government and most of the modern world that the mobile phone network can't process data and there isn't a single ATM or credit-card machine on the island. Before Greece was plunged into financial chaos, residents of this tranquil outpost in the northern Aegean managed quite well. They did their banking at the post office and the few dozen rooms to rent were booked out every summer with people who had heard - by word of mouth - of its spectacular empty beaches, clear seas and fresh seafood.",Adv,1_10_1,3,2.3333333333333335
1_10_Adv_2,4.3152313,4.8856193920534645,5.045904,5.385896728321742,-0.38786,1210,550,10,30,20,8,7,10,9,8,9,8,7,9,9.0,10,8,30,28,65,12,15,25,30,60,5,15.0,34,25.0,0.11208,0.16963,0.1651993805351477,18.23837043311688,74.22,8.4,10.72,8.83,9.5,8.11,11.6,12.375,7,116,89,4,415,396,5,68,106.09,103.39,44.25,2.1,89,89,4,0.4891304347826087,0.5108695652173914,4.48314606741573,69.98517752808986,10.796598894129415,6.668052985604978,7.482752234800562,7.329139137201095,8.265563497550032,3.168406650134295,2.562206661650231,2.4377155239957933,2.043376128569256,3.162406600744649,2.5204116234130334,2.422422760091937,1.984121899194076,6.732062164894561,10.750456581036133,29.11749741100009,10.496326873665042,10.507766423870953,19.78607947944868,16.82301640510559,8.201449507240042,13.667048053555911,40.50744942630604,15.046175504839464,15.051734036233164,26.04373167693681,18.82504510879517,6.7504342067041385,10.78906823774973,29.219668891574912,10.546679222196664,10.559438253555886,19.79944922568293,16.808301057375502,8.243709445307314,13.76027287757192,40.820642542070885,15.204802730742546,15.21287545189034,25.902038225069592,18.847122441977262,7.774006304444746,12.644808363374024,35.32074531838084,11.493719047761386,11.955911191852502,22.18683035481361,12.75122818350792,8.818148312621258,14.706588667109244,43.17529059904874,13.982002424648837,14.208693560194442,25.281082594506383,14.991404831409454,7.877753371621725,12.878551406052235,36.35239978128539,12.11156736301132,12.635796077068187,23.126003567533843,12.9201546869881,8.953278335943596,14.997676945873057,44.40657553038425,14.56276034481279,14.850830161528297,26.54913127698996,15.084495136106852,3,2.5,"But, because the island still runs on cash, the closure of banks nationwide has been devastating. Residents have been forced to make nine-hour round trips to the nearest big island to get cash and Greek visitors say they can't get together enough cash to come. ""Tourist numbers are down 80% this year,"" said Mayor Maria Kakali, in an office in the village where she grew up, home to around 200 people. ""Even people born here and living in Athens, who have their own places on the island, aren't coming.""",Adv,1_10_2,3,3.0
1_10_Adv_3,4.8364677,4.972291656316967,5.154166,5.234959891219751,-0.79777,1360,1120,11,45,55,10,9,11,11,12,11,9,9,9,10.0,12,11,60,63,62,75,36,25,65,65,40,72.0,60,72.0,0.14752,0.20998,0.2578851226612091,3.4709282242424067,33.08,22.2,23.27,9.36,0.0,10.11,27.1,28.0,16,149,109,2,493,484,6,75,67.25,67.17,33.05,2.9,109,109,2,0.4774774774774775,0.4054054054054054,4.458715596330276,65.15787651376147,10.762279759383516,6.909544789736424,6.938624030679738,7.370756222567427,7.404473645971455,2.623380752599638,2.4663473469203394,2.305599687803573,2.220273444530142,2.621348327987475,2.4392325912452435,2.299061137254236,2.193986951604002,7.665216470108906,12.408190784133948,34.42868185216724,11.037306350580607,11.431933447912323,23.125486221032496,17.585742950439453,8.224144848466338,13.354173765190296,36.86650888084424,10.300275774500088,10.333722033420749,21.359267015937828,16.481900215148926,7.682235513833319,12.466475989251329,34.81108027482911,11.400041149134868,11.797225889154875,24.62819923244474,17.875288248062134,8.25197705704398,13.435135286690898,37.32108126987042,10.687402838604026,10.723283432051916,22.718269178590912,16.67435809969902,7.9704865489749,13.00089313145024,36.51826784424083,11.629558659706218,12.242461456441609,23.96914766992062,16.84676432609558,8.405040276459138,13.737982128096212,38.43785588006776,11.03779357003905,11.107042060988196,22.69273391409299,15.736491680145264,8.043107975854076,13.17993441711975,37.45334538362234,12.289090949851236,12.949326591785248,25.741968588040088,16.969013383146375,8.474315250145146,13.904408949494506,39.26048794392074,11.584431284109192,11.668314833321595,23.9630782736711,16.07913438975811,4,4.0,"Kakali has badgered the government and a major Greek bank into promising an ATM within weeks but she still feels it may come too late for this season on an island where tourism dwarfs the two other sources of income: fishing and agriculture: ""We have almost no reservations in August, when usually we have people calling us up asking to find a room and we can't help them."" A hard winter ahead may be slightly improved by 50 workers billeted in the village to expand the harbor but there is an even bigger crisis looming because the government has said it will end a decades-old tax break for islands.",Adv,1_10_3,3,3.0
1_10_Adv_4,4.610787,5.009048680352245,5.1897936,5.709215712626324,-0.83628,1380,969,12,30,50,9,8,10,12,12,10,9,8,10,10.0,11,11,40,48,65,58,43,25,38,65,58,32.0,43,25.0,0.12652,0.12496,0.4710587885786587,11.627955730612246,60.48,11.7,13.91,9.17,12.5,9.5,14.3,14.75,22,227,165,6,771,744,16,124,94.79,93.63,41.84,2.6,165,165,6,0.5029940119760479,0.4583333333333333,4.527272727272727,58.983908951515176,11.081168650440649,6.57115012424236,7.275746313019684,7.425553478977897,8.02204019595502,3.06300632217034,2.406353711644521,2.410090432654897,1.583886930267571,3.062489321913283,2.387422021768501,2.408006546546912,1.5346983277561268,7.453949482533586,12.379528451096848,36.83159585445536,15.506831093469502,15.674607255442524,27.54493794552376,22.58748994767666,8.774611091715016,15.05783770817656,48.26614703091253,20.48491585680552,20.57457380724312,36.15050358412797,31.4344123005867,7.463482275451,12.418123472957586,37.13907326483979,15.80953335197287,15.977733312897032,28.685570252911912,21.733960850106087,8.77846653055214,15.068278603978047,48.3390742726443,20.53587130227605,20.626781548723525,36.47906600982071,31.218707538209856,8.450668849963998,14.212589537494964,42.914361524658034,15.988191319456362,17.27066840266158,28.13046416367261,15.89430390050014,10.18338855322524,17.834505372387248,58.878368250293306,22.45630039868827,24.20071272781631,42.00720639296747,18.704041004180908,8.499185450077151,14.330668417135394,43.548385213092615,16.433420112656858,17.745352781132393,29.5712521565645,16.159563250170322,10.30311570915527,18.112061729790497,60.24962715359718,23.227071953073096,25.082903030780383,43.45338638157708,19.01347339475372,6,2.833333333333333,"Created to help island communities survive when they were suffering mass emigration, a lower sales tax contained the costs of living in places where everything had to be imported and made tourism more affordable. Tourist favorites such as Mykonos fear that losing the tax breaks will make it hard for them to compete with Turkey but, for Agios Efstratios, it poses a far greater threat. ""If we have to pay a tax of 23%, I'm sorry to say it but we will all die on the island,"" says Kakali. Food and fuel are already more expensive than on mainland Greece, there are no economies of scale and little economic flexibility on an island which, even in summer, has only three shops, two restaurants and not a single official hotel. ""This is an expensive island. Everything, even milk or bread, has changed hands three or four times before it gets to us and each middleman has to take a profit,"" said Provatas Costas, a 58-year-old fisherman.",Adv,1_10_4,3,2.1666666666666665
1_10_Adv_5,5.0434985,5.414977325486536,5.7933197,6.056736941848483,-2.33721,1440,1100,12,55,40,9,9,10,12,12,12,9,8,10,10.0,11,10,40,42,62,62,40,25,43,65,30,38.0,42,25.0,0.18731,0.24131,0.3295932856162749,5.154786262499977,49.69,13.7,14.95,10.63,13.0,10.02,16.4,15.25,24,177,119,4,580,561,12,79,86.44,84.42,39.06,3.2,119,119,4,0.5378151260504201,0.475,4.73109243697479,85.80041241831935,11.41932255952888,7.545467630873959,7.935198954674376,8.371927809596313,8.771833822506817,2.851212618922661,2.364479541828925,2.0146818836270977,1.5861465736716696,2.8489710602293266,2.3500563749906944,2.0122902768350044,1.5520189816755576,8.271361226783503,13.866635546704984,41.855658184316255,16.21096850669546,16.94334334851757,29.711118803174184,22.94957661628723,9.980345750869803,17.345090027806734,56.578186446422784,21.76123174059046,22.6246970715222,42.30475239076899,31.56161069869995,8.293404866196223,13.948240807770851,42.480012566969805,16.812615095530074,17.54883156455953,31.37488484090995,23.23628121614456,10.022675748704827,17.51393950444796,58.03875739534736,23.19357319058682,24.06148893897968,46.32131352874365,33.432371377944946,9.647439388187015,16.709367546587355,53.85429459470562,20.26251677785028,23.42891603728493,40.57681384160527,18.836441695690155,11.28929371400721,20.16310497619232,69.4601312797248,26.09752663872024,29.572530863719763,54.29533919916189,21.72331015765667,9.715882884709767,16.926169785214352,55.36256429991919,21.607137023032884,24.81579259341639,44.43005969291048,19.437026810162934,11.41783854857318,20.55112038057694,72.24352601775165,28.427392670573724,32.01660444199984,60.59450146543492,22.51864855736494,5,3.5,"For Agios Efstratios and its closest large neighbor, Lemnos, the timing of the crisis is particularly cruel. They were condemned to relative obscurity for years in part because they are served by slow and unreliable ferries. In 2015, the government had finally given the contract to a new, efficient company, drawing floods of new visitors to explore the islands' largely overlooked charms, before the bank controls hit. ""This season started out as the best season in 30 years and, in one week, became the worst,"" said Atzamis Konstantinos, a travel agent in Lemnos who used to earn €15,000 a month as a captain of petroleum tankers and other large ships but came home because he missed it so much.",Adv,1_10_5,4,2.75
1_10_Adv_6,4.5020857,5.125269321822998,5.0917735,5.706586425571004,-1.08393,1270,969,10,35,35,9,7,9,8,10,10,9,7,8,9.0,10,9,40,35,62,25,25,25,30,60,50,18.0,33,25.0,0.15504,0.18489,0.359357497020205,9.75235359350479,75.24,8.1,11.33,9.46,10.1,9.38,11.7,11.4,23,172,128,6,611,590,9,96,107.11,101.79,43.02,2.2,128,128,6,0.5390625,0.5390625,4.6171875,60.95300013046876,11.358663863788246,6.811020771936455,7.561184390844573,7.026927089173114,7.610783631913364,3.371155188751863,2.74136027170916,2.781541718825401,2.1367307502271244,3.369135912580908,2.706184581068012,2.7751264926681136,2.069005013988089,7.028706379016201,11.185647003886242,29.894973492748207,9.62633341493443,9.712652468014497,17.421869661705617,20.254310131073,8.143977640252118,13.24628142053615,36.6181662574137,10.692919147908816,10.707396799500026,20.744948677410697,17.395598888397217,7.042666075405672,11.22977751721163,30.161087990711657,9.874261987481438,9.961771648929476,18.41758263634664,20.66045433282852,8.165859534649476,13.304118306387524,36.9205123653299,10.92989549048196,10.945958097167194,21.80595273353476,17.7384130358696,8.247685959432005,13.593136146958834,39.204542909290936,12.767856865073618,13.891211814781832,22.17456252382344,15.80651346842448,9.46046519451532,15.961899775812048,47.80461167413483,14.576976973201576,15.683118503048718,27.07826547230157,16.045092304547627,8.333178832993434,13.7908375078402,40.18978943117798,13.403516388791404,14.580400757500584,24.06943189841172,16.416989887754124,9.615478587601675,16.3061322407499,49.42267070578796,15.404594134562194,16.627799367031788,28.55585762170924,16.51433277828619,6,2.833333333333333,"Lemnos has dozens of wild beaches, where even at the height of summer you can swim and sunbathe virtually alone, a small nightlife scene, and numerous cultural sites. Lemnos is the eighth largest island in Greece so it is in line for the first round of tax increases in autumn 2015 but far less wealthy than many smaller ones. It has just over 3,000 beds for visitors, compared with tens of thousands on an island such as Rhodes. Its councilors say that they will fight the tax rise, although none can say how. ""We have been suffering economically in recent years and, now, we will suffer more,"" said Lemnos Mayor, Dimitris Marinakis. ""When there is not enough money, you reduce your consumption and therefore the whole economy declines.""",Adv,1_10_6,3,2.5
1_10_Adv_7,4.470127,4.875080575324871,5.056267,5.487764959423631,-1.08393,1290,819,12,30,35,9,7,10,10,11,9,9,8,8,9.0,10,9,40,48,65,42,15,25,40,60,50,45.0,42,25.0,0.22593,0.25535,0.3626709775822339,15.321175471037163,62.55,12.9,15.89,7.9,12.6,8.59,16.2,14.75,15,176,135,4,595,573,11,107,94.36,91.86,42.22,2.4,135,135,4,0.4852941176470588,0.3897058823529412,4.251851851851852,92.42963545925927,10.5552354835088,6.19274438702053,6.914430755651039,7.08459461916376,7.693638413951353,2.788186828439694,2.319342843930583,2.1781172004736087,1.7188299784923355,2.784316292663153,2.2844609004422507,2.170034030763321,1.6728423905667689,7.267613838965093,12.06030684565713,36.62841868853445,16.124322569958032,16.2266427692558,28.908885736197337,26.30072855949402,8.42725420510844,14.237503748927526,44.43246563592977,18.03121723308653,18.05905732857668,34.98849709792818,32.47750949859619,7.294454483758533,12.137897582176166,37.04993076682727,16.51076697362987,16.615578331460345,30.048696859694555,26.482097387313843,8.461062535046867,14.326658248173544,44.85988306747854,18.37550320713645,18.40610605081725,35.91747575976366,32.5528077930212,8.205951577540462,13.82303194721656,42.53783833699019,16.66176461510323,18.064533413505625,33.76452083758503,19.239228492318944,9.356925086038084,16.013212315726186,50.665838956600986,18.68108206007104,19.57762584115887,38.25858760359792,20.87833577208221,8.28535501531343,13.987313199523934,43.15729707072501,16.936107394087987,18.39040690249872,34.62797103876832,18.981041980070582,9.470173062111895,16.264672969400383,51.76626448246864,19.27015372228573,20.22080956483206,39.899484234245065,20.83832975837868,4,3.25,"If taxes go up, even more young people will leave, warns Mayor Kakali, who has devoted her year in office to improving education on the island to help keep it an attractive place for families. Because it is one of the smallest islands, Agios Efstratios has until 2017 before the rise is due to come in, so Kakali hopes that the roller coaster of Greek politics means it yet may be spared. If not, though, she plans to travel to Athens to remind the distant government what the tax rise would cost. ""The truth is the government doesn't pay much attention to the islands of the north Aegean,"" she said, ""so I would take all the kids from our school to the gates of parliament, to tell them: 'There is still life in these islands'.""",Adv,1_10_7,3,2.25
1_10_Ele_1,4.573583,5.064805848957741,5.099882,5.694337144289931,-0.49582,960,450,8,20,10,7,4,8,8,8,6,7,6,8,8.0,6,6,20,20,70,15,30,15,20,60,20,5.0,18,15.0,0.13462,0.22778,0.1708844342470413,6.243059434747469,73.58,6.6,7.48,9.21,9.4,8.47,8.5,7.5,8,104,73,5,351,341,6,49,107.95,103.48,44.78,2.2,73,73,5,0.4933333333333333,0.4666666666666667,4.698630136986301,98.5610587260274,11.020546189963236,6.803399255429076,7.303522713571684,7.7204109626273585,8.448949425187829,3.028365047714805,2.4869221444630787,2.373204778223325,1.5724476097300777,3.0259760222909056,2.477098004658196,2.3699493720161056,1.49427346723904,7.3329621481093294,11.980171750890264,34.57348362520394,13.316815127052054,13.478600779229696,28.02049542400309,24.11199563741684,8.67072867173538,14.763769840586148,47.64884435027222,19.92171396143421,20.00832335635605,37.06980908625006,33.52483940124512,7.353560841676668,12.037874737125264,34.83604318443276,13.557339797039212,13.721053012328474,28.674478038684647,24.108626902103424,8.712224057358192,14.89832425573488,48.48082823051972,20.719403547239704,20.807939637688094,39.17407834252611,33.86118406057358,8.647457060047682,14.493280626636071,43.89105739010935,14.395545722582684,17.07007151437985,36.573173065129325,12.677107965946195,10.672177793693658,18.98232175972333,66.60943661795683,25.20540599411448,29.62620069011505,59.09547770812922,15.888470102846622,8.68459169431971,14.585760245941303,44.302096043019226,14.702527264865846,17.398424909515644,37.41209119227788,12.723528954200448,10.867416001061654,19.42618834792328,68.67550358981228,26.265288286070152,30.91500389559372,61.55229311750336,16.027446220442652,3,2.4,"The Greek island of Agios Efstratios is very remote. It has been forgotten by the banks, the government and most of the modern world. It doesn't have a single ATM or credit-card machine. Before the economic crisis in Greece, the people of this peaceful island in the northern Aegean lived quite well. The few rooms to rent were fully booked every summer with people enjoying its empty beaches, clear seas and fresh seafood.",Ele,1_10_1,3,1.8
1_10_Ele_2,4.1976604,4.954287863039708,4.909327,5.418633011016217,-0.38786,940,370,7,15,20,7,6,8,9,6,7,7,6,8,8.0,6,7,20,23,65,12,5,15,20,60,5,8.0,22,15.0,0.09036,0.1444,0.149828996575849,14.381797496851554,81.43,5.7,6.96,6.78,6.4,7.69,7.1,6.916666666666667,9,117,91,6,405,387,2,67,113.34,111.57,48.64,1.5,91,91,6,0.4893617021276595,0.4787234042553192,4.285714285714286,77.76407692307693,10.588796046763743,6.577468302464215,7.591046394258329,7.307591073174071,8.289985501667955,3.1419345982436955,2.28739008467718,2.4302621123404213,1.9431727079415844,3.1372972715574137,2.251512056553298,2.4228791785804216,1.8549692480678523,6.457767955111053,10.167909632006037,26.84633592613185,9.22599042072134,9.226102994368391,17.296384386452612,17.5544593334198,7.868696278365427,12.920767819326509,37.2295159638736,13.127975150024982,13.13182274525346,21.34386374417611,19.75342583656311,6.479312997203763,10.22419425226094,27.09066797382088,9.431369126521732,9.431404800219124,17.624104919430465,17.540312671946594,7.888694898588492,12.967613147195554,37.42515110959708,13.251065241921925,13.25405143305685,21.36241624139521,19.770480206236243,8.012971149935758,13.063369470549176,36.63418658847732,11.392355716143973,12.131205723916068,21.80349641155148,12.44251396258672,8.701517335000993,14.432853139958668,42.062516705422006,13.27417061291571,13.48752126311401,23.64231921807259,13.953810254732767,8.100411227860292,13.259696413666417,37.510549405060274,11.902268024555283,12.705599710375663,22.76654293802052,12.67268264637096,8.887941473627441,14.819103568822648,43.67013256652553,13.93571257267362,14.218154643254865,25.001309673834683,14.224660355597734,3,2.333333333333333,"But the island still uses only cash so the closure of the Greek banks has had a serious effect. Local people have to make nine-hour round trips to the nearest big island to get cash. Greek visitors say they don't have enough cash to come. ""Tourist numbers have reduced by 80% this year,"" said Mayor Maria Kakali, in an office in the village where she grew up. The village has about 200 people. ""Even people born here and living in Athens, who have their own places on the island, aren't coming.""",Ele,1_10_2,3,2.3333333333333335
1_10_Ele_3,4.2655573,4.718261930428139,4.7133765,5.158426082705798,-0.49466,1040,700,9,35,15,8,6,8,9,8,8,8,6,9,8.0,8,7,20,25,65,8,41,15,40,60,35,8.0,24,15.0,0.12173,0.21591,0.1272507770209573,13.491869943181795,78.59,6.8,8.31,6.49,8.8,7.16,7.8,10.125,5,91,72,4,309,299,4,57,110.48,110.09,48.62,1.6,73,72,4,0.4722222222222222,0.4166666666666667,4.095890410958904,78.07075753424657,10.622270481498958,6.779822664718106,7.542152074918355,7.013696425581632,7.668774095300126,2.7502733859091086,2.1669100421719656,2.30243333318849,1.750393706318158,2.7463432718654084,2.1182115770609267,2.2949312889475904,1.6842025623014785,6.591852145300357,10.427341591515964,27.81076048377203,9.61577054868054,9.619052575046124,18.50214119506776,17.585742950439453,7.377271260741967,11.772590790872837,31.590093452660287,9.373966852800772,9.440511439622956,18.40240441385937,16.481900215148926,6.608508827600574,10.484834692665595,28.23510039887344,10.00656675468584,10.010314531238254,19.56016803041025,17.875288248062134,7.410831121669557,11.872722896084332,32.188152490660514,9.90124936011099,9.963979737304202,20.010009010259232,16.67435809969902,7.794528231525495,12.779210007414168,36.666209845045245,12.239556671576254,13.3664414636617,28.859534477272405,14.72757524251938,8.559362724134186,14.14459706685462,40.82938522200697,12.341899474591726,12.95693401035895,27.643822010948867,15.052986115217209,7.912299267454208,13.051007166054957,38.00525174188238,13.16045949801581,14.29561081991194,30.437149034223737,15.35965737051447,8.717701736254654,14.503786894181726,42.52534827007536,13.345223150797146,13.994776914607536,29.636918278072244,15.515122472308576,3,2.0,"Kakali has asked the government and a major Greek bank to install an ATM, and this should arrive soon. But tourism is the main business on the island, and she feels the ATM may come too late for this season. ""We have almost no reservations in August, when usually we are full."" But there is an even bigger crisis ahead - the government has said it will end a tax break for islands.",Ele,1_10_3,3,2.25
