level_type,text_col_1,text_col_2,pearson_corr,pearson_p,pearson_p_symbol,resolution
Adv,dale_chall_score,mean_entropy_pythia,0.2892814116691068,0.00018877084081813682,***,paragraph
Adv,dale_chall_score,word_length,0.7306898593170763,2.5758160469719938e-28,***,paragraph
Adv,dale_chall_score,wordFreq_frequency,0.6223677468584508,9.516611353140105e-19,***,paragraph
Adv,dale_chall_score,max_embedding_depth,0.01281130453242807,0.8714592223691403,ns,paragraph
Adv,dale_chall_score,UID_superlin_1.25_gpt2,0.2509150727175864,0.0012793221296372762,**,paragraph
Adv,dale_chall_score,UID_superlin_1.5_gpt2,0.2490045912736023,0.0013970921236548806,**,paragraph
Adv,dale_chall_score,UID_superlin_2_gpt2,0.23459886607091765,0.002656816615327787,**,paragraph
Adv,dale_chall_score,UID_var_sent_gpt2,0.19339039140867448,0.013673800337155007,*,paragraph
Adv,dale_chall_score,UID_var_lang_gpt2,0.20049217788678675,0.010524063250505214,*,paragraph
Adv,dale_chall_score,UID_local-var_gpt2,0.1921902344926087,0.014280631666755953,*,paragraph
Adv,dale_chall_score,UID_max_gpt2,0.06818392743879517,0.3886196162283116,ns,paragraph
Adv,dale_chall_score,UID_superlin_1.25_pythia,0.35013418515652783,4.938259948428273e-06,***,paragraph
Adv,dale_chall_score,UID_superlin_1.5_pythia,0.34096741157765564,8.996375469748976e-06,***,paragraph
Adv,dale_chall_score,UID_superlin_2_pythia,0.31039094853039073,5.825225369910836e-05,***,paragraph
Adv,dale_chall_score,UID_var_sent_pythia,0.2278128328561583,0.0035504127882008524,**,paragraph
Adv,dale_chall_score,UID_var_lang_pythia,0.23289306872614696,0.0028598663683100795,**,paragraph
Adv,dale_chall_score,UID_local-var_pythia,0.2338322835961067,0.0027463945963246495,**,paragraph
Adv,dale_chall_score,UID_max_pythia,0.07087279222533036,0.37014286481203945,ns,paragraph
Adv,dale_chall_score,avg_UID_superlin_1.25_gpt2,0.12353199136294668,0.1173170052772891,ns,paragraph
Adv,dale_chall_score,avg_UID_superlin_1.5_gpt2,0.1278137636602088,0.10504738359695631,ns,paragraph
Adv,dale_chall_score,avg_UID_superlin_2_gpt2,0.12547753767750022,0.11161049092724153,ns,paragraph
Adv,dale_chall_score,avg_UID_var_sent_gpt2,0.14653378080765656,0.0627886855103775,ns,paragraph
Adv,dale_chall_score,avg_UID_var_lang_gpt2,0.12557016706150423,0.11134430731816203,ns,paragraph
Adv,dale_chall_score,avg_UID_local-var_gpt2,0.13918464800899577,0.07732514752316665,ns,paragraph
Adv,dale_chall_score,avg_UID_max_gpt2,0.23985308300773128,0.002110716166796083,**,paragraph
Adv,dale_chall_score,avg_UID_superlin_1.25_pythia,0.19430985966461384,0.013224275794970779,*,paragraph
Adv,dale_chall_score,avg_UID_superlin_1.5_pythia,0.1912203744360015,0.014788082377572924,*,paragraph
Adv,dale_chall_score,avg_UID_superlin_2_pythia,0.17575391436430754,0.025279616522100812,*,paragraph
Adv,dale_chall_score,avg_UID_var_sent_pythia,0.18937131297129506,0.0157992978215322,*,paragraph
Adv,dale_chall_score,avg_UID_local-var_pythia,0.17880958970302924,0.022808276592781233,*,paragraph
Adv,dale_chall_score,avg_UID_max_pythia,0.27049927871230894,0.0004988651978395315,***,paragraph
Adv,dale_chall_score,total_slor_gpt2,0.3711942074212067,1.1572429537244878e-06,***,paragraph
Adv,dale_chall_score,average_slor_gpt2,0.41482184664897015,4.05939646225513e-08,***,paragraph
Adv,dale_chall_score,average_slor_pythia,0.2885510534481113,0.0001962934854767039,***,paragraph
Adv,dale_chall_score,llama-3.3-70b-versatile_simple_prompt,0.3078230107318545,6.753589046115864e-05,***,paragraph
Adv,dale_chall_score,gpt-4o_simple_prompt,0.30484208534833457,8.004704740242387e-05,***,paragraph
Adv,dale_chall_score,gpt-5_simple_prompt,0.45078055150903973,1.7502452828828714e-09,***,paragraph
Adv,dale_chall_score,gemini-2.0-flash_simple_prompt,0.3580111447433699,2.9048449892007614e-06,***,paragraph
Adv,dale_chall_score,gemini-2.5-pro_simple_prompt,0.463281266611113,5.370401590032402e-10,***,paragraph
Adv,dale_chall_score,claude-sonnet-4-0_simple_prompt,0.3607127167268763,2.413543573896575e-06,***,paragraph
Adv,dale_chall_score,llama-3.3-70b-versatile_clear_prompt,0.20962362736779555,0.007423476867779645,**,paragraph
Adv,dale_chall_score,gpt-4o_clear_prompt,0.10636495048923267,0.17793310533247964,ns,paragraph
Adv,dale_chall_score,gpt-5_clear_prompt,0.32921760335496514,1.888581252266279e-05,***,paragraph
Adv,dale_chall_score,gemini-2.0-flash_clear_prompt,-0.010066142285824434,0.8988357846770503,ns,paragraph
Adv,dale_chall_score,gemini-2.5-pro_clear_prompt,0.40188868832061897,1.1528723341158557e-07,***,paragraph
Adv,dale_chall_score,claude-sonnet-4-0_clear_prompt,0.19111252942890997,0.014845470081372086,*,paragraph
Adv,dale_chall_score,llama-3.3-70b-versatile_clear_specific_prompt,0.15628386488951274,0.047034860191174026,*,paragraph
Adv,dale_chall_score,gpt-4o_clear_specific_prompt,0.11437351427573697,0.147274858034133,ns,paragraph
Adv,dale_chall_score,gpt-5_clear_specific_prompt,0.24710201082922992,0.0015241382135207833,**,paragraph
Adv,dale_chall_score,gemini-2.0-flash_clear_specific_prompt,0.323402817128539,2.6959224925914252e-05,***,paragraph
Adv,dale_chall_score,gemini-2.5-pro_clear_specific_prompt,0.36688478068357644,1.5705036736425227e-06,***,paragraph
Adv,dale_chall_score,claude-sonnet-4-0_clear_specific_prompt,0.20332120190158076,0.00945962175383765,**,paragraph
Adv,dale_chall_score,Pythia 70M Mean,0.3526866630812774,4.164599740216674e-06,***,paragraph
Adv,gunning_fog_index,flesch_reading_ease,-0.8654048854091198,7.002940818528335e-50,***,paragraph
Adv,gunning_fog_index,dale_chall_score,0.5341458339180198,2.479677566389202e-13,***,paragraph
Adv,gunning_fog_index,ARI,0.924790232062219,4.845270392094271e-69,***,paragraph
Adv,gunning_fog_index,coleman_liau_index,0.5910140755117231,1.2397510490783702e-16,***,paragraph
Adv,gunning_fog_index,flesch_kincaid_grade_score,0.9570831560896411,5.71440218936461e-88,***,paragraph
Adv,gunning_fog_index,CML2RI,-0.4740765920898428,1.861878506309784e-10,***,paragraph
Adv,gunning_fog_index,CAREC,0.42695645863898624,1.4634840765313321e-08,***,paragraph
Adv,gunning_fog_index,CARES,0.16728516117437034,0.03336016025972164,*,paragraph
Adv,gunning_fog_index,SBERT,-0.3303976851924273,1.755416435699029e-05,***,paragraph
Adv,gunning_fog_index,PPL Pythia 70M,-0.003345339134184739,0.9662997091236221,ns,paragraph
Adv,gunning_fog_index,total_slor_pythia,0.1749736748142758,0.025946267308012867,*,paragraph
Adv,gunning_fog_index,llama-3.3-70b-versatile_simple_specific_prompt,0.390644347713914,2.7578773535195775e-07,***,paragraph
Adv,gunning_fog_index,gpt-4o_simple_specific_prompt,0.337532676991916,1.1209244503696629e-05,***,paragraph
Adv,gunning_fog_index,gpt-5_simple_specific_prompt,0.5669302429822696,3.7049695208550574e-15,***,paragraph
Adv,gunning_fog_index,gemini-2.0-flash_simple_specific_prompt,0.4500899892306566,1.8657101028520395e-09,***,paragraph
Adv,gunning_fog_index,gemini-2.5-pro_simple_specific_prompt,0.5245547686795455,7.799983560128303e-13,***,paragraph
Adv,gunning_fog_index,claude-sonnet-4-0_simple_specific_prompt,0.4300476447419599,1.1212411089922138e-08,***,paragraph
Adv,gunning_fog_index,text_evaluator,0.5336394687803063,2.636728473109537e-13,***,paragraph
Adv,gunning_fog_index,lexile,0.7706091262760277,4.040723863519948e-33,***,paragraph
Adv,gunning_fog_index,cpidr_density,-0.17453504642567744,0.02632760913428754,*,paragraph
Adv,gunning_fog_index,avg_integration_cost,0.28913934321476703,0.00019021277284416845,***,paragraph
Adv,gunning_fog_index,avg_embedding_depth,0.4933536456931139,2.5555159306807355e-11,***,paragraph
Adv,gunning_fog_index,PLL_bert-base-uncased,0.024358270780660805,0.7583295775272003,ns,paragraph
Adv,gunning_fog_index,avg_UID_var_lang_pythia,-0.15749059077609884,0.045337001553449385,*,paragraph
Adv,gunning_fog_index,mean_entropy_pythia,-0.06018505601715636,0.4467831730718767,ns,paragraph
Adv,gunning_fog_index,word_length,0.43010702427892306,1.1154891014230573e-08,***,paragraph
Adv,gunning_fog_index,wordFreq_frequency,0.12801730134680778,0.10449027267463418,ns,paragraph
Adv,gunning_fog_index,max_embedding_depth,0.0845369521780718,0.28481575294521083,ns,paragraph
Adv,gunning_fog_index,UID_superlin_1.25_gpt2,-0.0429925371472539,0.5869786157777364,ns,paragraph
Adv,gunning_fog_index,UID_superlin_1.5_gpt2,-0.04424506608936456,0.5761201840056672,ns,paragraph
Adv,gunning_fog_index,UID_superlin_2_gpt2,-0.04850687304294685,0.5398949453477982,ns,paragraph
Adv,gunning_fog_index,UID_var_sent_gpt2,-0.05699491376957219,0.47128164664165284,ns,paragraph
Adv,gunning_fog_index,UID_var_lang_gpt2,-0.04818757746062719,0.5425693307284488,ns,paragraph
Adv,gunning_fog_index,UID_local-var_gpt2,-0.010999048768184527,0.8895171817061499,ns,paragraph
Adv,gunning_fog_index,UID_max_gpt2,-0.10338143962265699,0.19048273742122265,ns,paragraph
Adv,gunning_fog_index,UID_superlin_1.25_pythia,-0.025117592902516417,0.7510393089594178,ns,paragraph
Adv,gunning_fog_index,UID_superlin_1.5_pythia,-0.02420291358591651,0.7598238159039862,ns,paragraph
Adv,gunning_fog_index,UID_superlin_2_pythia,-0.021313891246393046,0.7877669757890973,ns,paragraph
Adv,gunning_fog_index,UID_var_sent_pythia,-0.016093079607325755,0.8389329939577427,ns,paragraph
Adv,gunning_fog_index,UID_var_lang_pythia,-0.012889549805249985,0.8706809824778571,ns,paragraph
Adv,gunning_fog_index,UID_local-var_pythia,0.02367607538403177,0.7648975739488652,ns,paragraph
Adv,gunning_fog_index,UID_max_pythia,-0.06097153811204478,0.440855663937986,ns,paragraph
Adv,gunning_fog_index,avg_UID_superlin_1.25_gpt2,-0.24503177622173425,0.0016742859195541292,**,paragraph
Adv,gunning_fog_index,avg_UID_superlin_1.5_gpt2,-0.23111585997164658,0.003086248556704488,**,paragraph
Adv,gunning_fog_index,avg_UID_superlin_2_gpt2,-0.20712383230885983,0.008179153172380629,**,paragraph
Adv,gunning_fog_index,avg_UID_var_sent_gpt2,-0.0838739141684203,0.288623970534409,ns,paragraph
Adv,gunning_fog_index,avg_UID_var_lang_gpt2,-0.16146949014543352,0.040097133281570566,*,paragraph
Adv,gunning_fog_index,avg_UID_local-var_gpt2,-0.07813276839830108,0.3230161296132656,ns,paragraph
Adv,gunning_fog_index,avg_UID_max_gpt2,0.16751221876828248,0.03311788723460528,*,paragraph
Adv,gunning_fog_index,avg_UID_superlin_1.25_pythia,-0.23978011912285896,0.0021175430111385627,**,paragraph
Adv,gunning_fog_index,avg_UID_superlin_1.5_pythia,-0.22755728383141183,0.0035888213776821267,**,paragraph
Adv,gunning_fog_index,avg_UID_superlin_2_pythia,-0.2038570087097995,0.00926909568454811,**,paragraph
Adv,gunning_fog_index,avg_UID_var_sent_pythia,-0.05750445878646498,0.46732005723728903,ns,paragraph
Adv,gunning_fog_index,avg_UID_local-var_pythia,-0.0705820986652366,0.372113918412654,ns,paragraph
Adv,gunning_fog_index,avg_UID_max_pythia,0.16382057235391956,0.03724726721957837,*,paragraph
Adv,gunning_fog_index,total_slor_gpt2,0.18210338532161818,0.020380032152954725,*,paragraph
Adv,gunning_fog_index,average_slor_gpt2,0.4406354280207622,4.411107697788406e-09,***,paragraph
Adv,gunning_fog_index,average_slor_pythia,0.4595671629134052,7.666889737018427e-10,***,paragraph
Adv,gunning_fog_index,llama-3.3-70b-versatile_simple_prompt,0.33517000848564504,1.3020231749471666e-05,***,paragraph
Adv,gunning_fog_index,gpt-4o_simple_prompt,0.35058807989288426,4.791393344575059e-06,***,paragraph
Adv,gunning_fog_index,gpt-5_simple_prompt,0.623834252356017,7.476463153478232e-19,***,paragraph
Adv,gunning_fog_index,gemini-2.0-flash_simple_prompt,0.41599449980596637,3.684715614485634e-08,***,paragraph
Adv,gunning_fog_index,gemini-2.5-pro_simple_prompt,0.5062037191989248,6.337739194829753e-12,***,paragraph
Adv,gunning_fog_index,claude-sonnet-4-0_simple_prompt,0.4434760199511187,3.415601297172334e-09,***,paragraph
Adv,gunning_fog_index,llama-3.3-70b-versatile_clear_prompt,0.26720855034710067,0.0005873426331948108,***,paragraph
Adv,gunning_fog_index,gpt-4o_clear_prompt,0.1770203011894588,0.024228853368140665,*,paragraph
Adv,gunning_fog_index,gpt-5_clear_prompt,0.5536064255397437,2.1619490059747644e-14,***,paragraph
Adv,gunning_fog_index,gemini-2.0-flash_clear_prompt,0.031246781093106177,0.6930470796963251,ns,paragraph
Adv,gunning_fog_index,gemini-2.5-pro_clear_prompt,0.5720452124886566,1.8427056301718856e-15,***,paragraph
Adv,gunning_fog_index,claude-sonnet-4-0_clear_prompt,0.15211368985210347,0.053315196134857794,ns,paragraph
Adv,gunning_fog_index,llama-3.3-70b-versatile_clear_specific_prompt,0.20686750828393224,0.008260367442911925,**,paragraph
Adv,gunning_fog_index,gpt-4o_clear_specific_prompt,0.24447679340223258,0.0017167664060455524,**,paragraph
Adv,gunning_fog_index,gpt-5_clear_specific_prompt,0.5349538094160375,2.2477451473218345e-13,***,paragraph
Adv,gunning_fog_index,gemini-2.0-flash_clear_specific_prompt,0.40362734874295536,1.0045005238907715e-07,***,paragraph
Adv,gunning_fog_index,gemini-2.5-pro_clear_specific_prompt,0.5618859504250784,7.291938386242849e-15,***,paragraph
Adv,gunning_fog_index,claude-sonnet-4-0_clear_specific_prompt,0.32793197711169125,2.044478820960273e-05,***,paragraph
Adv,gunning_fog_index,Pythia 70M Mean,-0.027583705379583094,0.7275165804456439,ns,paragraph
Adv,ARI,flesch_reading_ease,-0.8127799629382491,2.2062531888384223e-39,***,paragraph
Adv,ARI,dale_chall_score,0.5245213244112577,7.830724163602566e-13,***,paragraph
Adv,ARI,gunning_fog_index,0.924790232062219,4.845270392094271e-69,***,paragraph
Adv,ARI,coleman_liau_index,0.6571785124886178,2.153009152700977e-21,***,paragraph
Adv,ARI,flesch_kincaid_grade_score,0.9515612619421702,7.353363385918856e-84,***,paragraph
Adv,ARI,CML2RI,-0.4859160290538123,5.579870910827218e-11,***,paragraph
Adv,ARI,CAREC,0.4006645406687651,1.2697040153628462e-07,***,paragraph
Adv,ARI,CARES,0.1954210490901539,0.012698333214422125,*,paragraph
Adv,ARI,SBERT,-0.3327601035950494,1.5150060130323418e-05,***,paragraph
Adv,ARI,PPL Pythia 70M,0.087948701749182,0.2657539390417175,ns,paragraph
Adv,ARI,total_slor_pythia,0.16905525474321498,0.03151064688588263,*,paragraph
Adv,ARI,llama-3.3-70b-versatile_simple_specific_prompt,0.31538065580403185,4.3533653471430354e-05,***,paragraph
Adv,ARI,gpt-4o_simple_specific_prompt,0.2527759046108707,0.0011734089778135406,**,paragraph
Adv,ARI,gpt-5_simple_specific_prompt,0.5172695965901744,1.818954939036222e-12,***,paragraph
Adv,ARI,gemini-2.0-flash_simple_specific_prompt,0.39717738147827963,1.6680201746223953e-07,***,paragraph
Adv,ARI,gemini-2.5-pro_simple_specific_prompt,0.48129252537118034,8.98207733445929e-11,***,paragraph
Adv,ARI,claude-sonnet-4-0_simple_specific_prompt,0.3434919678243188,7.640872625117527e-06,***,paragraph
Adv,ARI,text_evaluator,0.4293705941251442,1.1888778719956039e-08,***,paragraph
Adv,ARI,lexile,0.824944843147456,1.7198838334033564e-41,***,paragraph
Adv,ARI,cpidr_density,-0.1468110067056977,0.06228748340368375,ns,paragraph
Adv,ARI,avg_integration_cost,0.32103909984104784,3.109162993213876e-05,***,paragraph
Adv,ARI,avg_embedding_depth,0.5462359253395939,5.548784133628397e-14,***,paragraph
Adv,ARI,PLL_bert-base-uncased,0.10242468126306936,0.1946407533265053,ns,paragraph
Adv,ARI,avg_UID_var_lang_pythia,-0.0934593412905271,0.23683969767598148,ns,paragraph
Adv,ARI,mean_entropy_pythia,0.03041715291411871,0.7008019232672134,ns,paragraph
Adv,ARI,word_length,0.49558762871301554,2.0137601970618848e-11,***,paragraph
Adv,ARI,wordFreq_frequency,0.24770614366683014,0.0014826985022251403,**,paragraph
Adv,ARI,max_embedding_depth,0.10731124455445734,0.17408294762587898,ns,paragraph
Adv,ARI,UID_superlin_1.25_gpt2,0.0478907190488187,0.5450616382547521,ns,paragraph
Adv,ARI,UID_superlin_1.5_gpt2,0.044400877423380926,0.5747760185139124,ns,paragraph
Adv,ARI,UID_superlin_2_gpt2,0.03199372482060356,0.686092241022499,ns,paragraph
Adv,ARI,UID_var_sent_gpt2,0.0015128202730392507,0.9847565723147036,ns,paragraph
Adv,ARI,UID_var_lang_gpt2,0.014543846267645679,0.8542572676006792,ns,paragraph
