batch,article_id,Adv_flesch_reading_ease,Adv_flesch_kincaid_grade_score,Adv_dale_chall_score,Adv_gunning_fog_index,Adv_coleman_liau_index,Adv_smog_index,Adv_ARI,Adv_CAREC,Adv_CARES,Adv_CML2RI,Adv_cpidr_density,Adv_avg_integration_cost,Adv_max_integration_cost,Adv_avg_embedding_depth,Adv_max_embedding_depth,Adv_mean_entropy_pythia,Adv_word_length,Adv_wordFreq_frequency,Adv_n_words,Adv_sentence_count,Adv_syllable_count_textstats,Adv_depid_density,Adv_total_integration_cost,Adv_CAREC_M,Adv_mean_entropy_gpt2,Adv_comprehension_score,Adv_QA_RT,Adv_Pythia 70M Mean,Adv_Pythia 70M Max,Ele_flesch_reading_ease,Ele_flesch_kincaid_grade_score,Ele_dale_chall_score,Ele_gunning_fog_index,Ele_coleman_liau_index,Ele_smog_index,Ele_ARI,Ele_CAREC,Ele_CARES,Ele_CML2RI,Ele_cpidr_density,Ele_avg_integration_cost,Ele_max_integration_cost,Ele_avg_embedding_depth,Ele_max_embedding_depth,Ele_mean_entropy_pythia,Ele_word_length,Ele_wordFreq_frequency,Ele_n_words,Ele_sentence_count,Ele_syllable_count_textstats,Ele_depid_density,Ele_total_integration_cost,Ele_CAREC_M,Ele_mean_entropy_gpt2,Ele_comprehension_score,Ele_QA_RT,Ele_Pythia 70M Mean,Ele_Pythia 70M Max,diff_flesch_reading_ease,diff_flesch_kincaid_grade_score,diff_dale_chall_score,diff_gunning_fog_index,diff_coleman_liau_index,diff_smog_index,diff_ARI,diff_CAREC,diff_CARES,diff_CML2RI,diff_cpidr_density,diff_avg_integration_cost,diff_max_integration_cost,diff_avg_embedding_depth,diff_max_embedding_depth,diff_mean_entropy_pythia,diff_word_length,diff_wordFreq_frequency,diff_n_words,diff_sentence_count,diff_syllable_count_textstats,diff_depid_density,diff_total_integration_cost,diff_CAREC_M,diff_mean_entropy_gpt2,diff_comprehension_score,diff_QA_RT,diff_Pythia 70M Mean,diff_Pythia 70M Max
1,1,66.67,9.3,8.25,11.52,9.81,12.1,12.1,0.50579,2.480132270489413,28.30734535245736,0.4711409395973154,0.4170932467533226,11.0,3.057142857142857,6,6.5603633,4.693570451436388,10.824107084771434,731,34,1048,0.4242021276595745,376.0,0.12844,5.7877054,0.8714285714285714,31417.63333333333,4.3635583,20.001057,70.33,7.9,7.71,9.21,8.41,9.9,9.2,0.33026,1.7729040453939544,30.22850753771716,0.449814126394052,0.4762802479577562,12.0,2.533333333333333,5,6.2231374,4.502803738317757,10.649970394782656,535,30,725,0.4051565377532228,305.0,0.10042,5.4031177,0.8761904761904762,31298.866666666665,4.0068655,17.19541,-3.6599999999999966,1.4000000000000004,0.54,2.3099999999999987,1.4000000000000004,2.1999999999999993,2.9000000000000004,0.17552999999999996,0.7072282250954585,-1.9211621852597993,0.021326813203263406,-0.0591870012044336,-1.0,0.5238095238095237,1.0,0.33722589999999997,0.1907667131186308,0.17413668998877796,196.0,4.0,323.0,0.01904558990635169,71.0,0.028020000000000003,0.3845877,-0.004761904761904745,118.76666666666642,0.35669280000000025,2.8056470000000004
1,2,55.68,11.4,8.91,13.46,12.36,13.5,14.9,0.60855,2.5501445270289214,23.936447586249603,0.5034578146611342,0.4902142752223916,19.0,3.9,10,5.7213573,5.065459610027856,11.04437581413529,718,30,1105,0.4234482758620689,451.0,0.22484,4.90139,0.8222222222222222,34256.1,3.8836575,18.39293,62.58,8.8,7.51,9.32,10.67,11.0,10.7,0.37733,1.8930091347590368,29.81302420273564,0.4945652173913043,0.4634952964035382,19.0,2.8125,7,5.70297,4.881386861313868,10.775430532826242,548,32,805,0.4195298372513562,317.0,0.15488,5.0587964,0.8111111111111111,34490.86666666667,3.7661252,18.168766,-6.899999999999999,2.5999999999999996,1.4000000000000004,4.140000000000001,1.6899999999999995,2.5,4.200000000000001,0.23122000000000004,0.6571353922698846,-5.876576616486037,0.008892597269829827,0.02671897881885338,0.0,1.0875,3.0,0.01838730000000055,0.18407274871398815,0.2689452813090476,170.0,-2.0,300.0,0.003918438610712727,134.0,0.06996000000000002,-0.15740640000000017,0.011111111111111072,-234.76666666667006,0.11753230000000014,0.22416399999999825
1,3,62.38,8.9,8.59,10.2,9.05,10.7,9.7,0.44308,1.7812842716593498,27.27565030338981,0.5147058823529411,0.4071098563985446,11.0,3.096774193548387,7,6.6331735,4.6138059701492535,10.613928019605977,536,31,779,0.4517304189435337,244.0,0.17598,5.972696,0.8,23606.83333333333,4.5217133,26.587173,82.65,5.2,7.14,7.33,6.55,8.5,6.1,0.18236,1.1768269214204916,32.15498911529052,0.4747474747474747,0.4326263577214478,8.0,2.357142857142857,6,6.26464,4.220812182741117,10.224830319919246,394,28,527,0.4164588528678304,203.0,0.05716,5.610043,0.8933333333333333,21106.166666666668,4.0272355,28.128521,-20.270000000000003,3.7,1.4500000000000002,2.869999999999999,2.500000000000001,2.1999999999999993,3.5999999999999996,0.26071999999999995,0.6044573502388582,-4.879338811900709,0.03995840760546643,-0.02551650132290323,3.0,0.7396313364055298,1.0,0.36853349999999985,0.3929937874081366,0.38909769968673125,142.0,3.0,252.0,0.03527156607570331,41.0,0.11882,0.3626529999999999,-0.09333333333333327,2500.6666666666606,0.4944778000000003,-1.5413479999999993
1,4,68.1,8.7,8.41,11.16,9.75,11.6,11.6,0.53647,2.394669677982779,28.946007117675528,0.5170370370370371,0.4427655207773623,11.0,2.606060606060606,6,6.7717247,4.657657657657658,11.012374060389948,666,33,948,0.4318840579710145,382.0,0.17353,6.0172486,0.7266666666666667,28462.216666666667,4.683609,28.161324,80.72,6.0,7.16,7.95,7.65,9.2,8.0,0.35592,1.987623693941416,35.79078934328504,0.4982142857142857,0.4830043648807591,14.0,2.085714285714286,6,6.2704263,4.335714285714285,10.620984452805432,560,35,744,0.411660777385159,357.0,0.09509,6.0334864,0.7933333333333333,27694.2,4.320714,19.717335,-12.620000000000005,2.6999999999999993,1.25,3.21,2.0999999999999996,2.4000000000000004,3.5999999999999996,0.18055,0.40704598404136316,-6.844782225609514,0.018822751322751352,-0.04023884410339679,-3.0,0.5203463203463201,0.0,0.5012984000000005,0.3219433719433722,0.39138960758451624,106.0,-2.0,204.0,0.020223280585855485,25.0,0.07844,-0.016237799999999858,-0.06666666666666665,768.0166666666664,0.36289499999999997,8.443989000000002
1,5,54.46,11.9,9.55,13.98,11.15,13.2,14.9,0.50334,2.0522005843861315,17.9129128047707,0.4869565217391304,0.5279349046420299,17.0,3.5217391304347827,7,6.9210443,4.875432525951557,11.218029609409662,578,23,864,0.4198988195615514,392.0,0.18123,5.8393598,0.74,28096.233333333334,4.5685782,17.621979,57.2,10.8,8.84,12.27,10.62,12.4,13.1,0.41128,1.620831147381684,20.019004962801333,0.4925053533190578,0.5238460169512357,17.0,3.1904761904761907,7,6.6268673,4.7876857749469215,11.01202806294276,471,21,683,0.4232365145228215,307.0,0.18197,5.6223907,0.8,27578.05,4.290365,17.720573,-2.740000000000002,1.0999999999999996,0.7100000000000009,1.7100000000000009,0.5300000000000011,0.7999999999999989,1.8000000000000007,0.09206000000000003,0.4313694370044474,-2.106092158030634,-0.005548831579927416,0.004088887690794185,0.0,0.331262939958592,0.0,0.29417700000000035,0.08774675100463547,0.2060015464669025,107.0,2.0,181.0,-0.0033376949612701212,85.0,-0.0007399999999999907,0.21696910000000003,-0.06000000000000005,518.1833333333343,0.2782131999999997,-0.09859400000000207
1,6,55.78,11.4,9.22,13.08,11.55,12.3,14.2,0.38765,1.3358860465514544,13.24947539745532,0.5145631067961165,0.4483223288609727,8.0,3.7058823529411766,5,6.5162086,4.94320987654321,11.243044424226312,405,17,608,0.4565217391304347,208.0,0.18817,5.7387056,0.8333333333333334,19613.483333333334,4.3616357,34.42737,68.1,8.7,8.05,10.56,10.21,11.0,11.6,0.28416,1.1782042362383351,19.583872739130427,0.5109289617486339,0.4377091375165557,7.0,3.4444444444444446,7,6.502545,4.759002770083103,11.016584803332792,361,18,510,0.4701086956521739,189.0,0.12695,5.459093,0.8583333333333333,21011.866666666665,3.966874,34.330868,-12.319999999999993,2.700000000000001,1.17,2.5199999999999996,1.3399999999999999,1.3000000000000007,2.5999999999999996,0.10348999999999997,0.15768181031311923,-6.334397341675107,0.0036341450474826065,0.010613191344416961,1.0,0.261437908496732,-2.0,0.013663600000000109,0.18420710646010718,0.2264596208935199,44.0,-1.0,98.0,-0.01358695652173919,19.0,0.06122,0.2796126000000001,-0.02499999999999991,-1398.3833333333314,0.3947617000000001,0.09650200000000098
1,7,68.6,8.5,7.39,10.27,8.47,12.2,10.1,0.42216,2.0058603598988487,27.99482901486877,0.4897959183673469,0.3992559191451046,13.0,2.7419354838709675,6,6.986549,4.413559322033898,11.215581422193605,590,30,841,0.4131534569983137,312.0,0.13898,6.063174,0.9083333333333332,16426.116666666665,4.590748,22.620628,71.04,7.6,6.64,8.63,7.65,11.5,8.5,0.33476,1.6972367052225024,30.092825466104703,0.4951644100580271,0.380726889004799,14.0,2.4375,5,6.8725595,4.317919075144508,11.145707931677377,519,30,725,0.425287356321839,261.0,0.11501,6.0241055,0.9416666666666668,16270.033333333333,4.520839,22.877491,-2.440000000000012,0.9000000000000004,0.75,1.6399999999999988,0.8200000000000003,0.6999999999999993,1.5999999999999996,0.08739999999999998,0.30862365467634634,-2.0979964512359324,-0.005368491690680155,0.018529030140305602,-1.0,0.3044354838709675,1.0,0.11398949999999974,0.09564024688938932,0.06987349051622793,71.0,0.0,116.0,-0.012133899323525321,51.0,0.02396999999999999,0.03906849999999995,-0.03333333333333355,156.08333333333212,0.069909,-0.2568629999999992
1,8,52.53,12.6,8.46,13.52,11.38,13.4,15.9,0.5261,2.272244973762864,23.91568448256597,0.5303951367781155,0.50046835030729,14.0,3.8,11,6.659595,4.90446841294299,10.73442935384472,649,25,948,0.4486404833836858,398.0,0.16462,5.803017,0.9,26685.1,4.5128045,21.557215,63.43,10.5,7.67,11.96,10.22,12.8,13.7,0.42964,1.938678907838536,24.868545590080032,0.5288966725043783,0.5181306336376358,16.0,4.3478260869565215,11,6.1849475,4.691901408450704,10.4922628733989,568,24,808,0.4425087108013937,357.0,0.16189,5.41273,0.8666666666666667,25774.55,4.050667,21.45915,-10.899999999999999,2.0999999999999996,0.7900000000000009,1.5599999999999987,1.1600000000000001,0.5999999999999996,2.200000000000001,0.09645999999999999,0.3335660659243278,-0.9528611075140638,0.0014984642737371212,-0.017662283330345807,-2.0,-0.5478260869565217,0.0,0.47464750000000056,0.2125670044922856,0.24216648044581923,81.0,1.0,140.0,0.006131772582292083,41.0,0.0027299999999999824,0.39028699999999983,0.033333333333333326,910.5499999999993,0.46213749999999987,0.09806499999999829
1,9,71.44,7.4,8.31,9.68,8.47,10.4,9.1,0.3906,2.0533139649822183,30.80047046888496,0.5369774919614148,0.3737282594979962,16.0,2.4242424242424243,5,6.987368,4.54,10.632859308146424,600,33,830,0.4518167456556082,307.0,0.1028,6.124102,0.9055555555555556,29261.616666666665,4.6098323,20.906986,81.53,5.6,7.52,7.91,7.59,9.0,7.8,0.25154,1.739217295665059,31.71073494315068,0.5261194029850746,0.3795546699461902,11.0,2.225806451612903,5,6.7445726,4.440545808966862,10.475666957365508,513,32,673,0.455045871559633,246.0,0.04801,6.019727,0.8944444444444445,30233.216666666667,4.4772873,20.208817,-10.090000000000003,1.8000000000000007,0.7900000000000009,1.7699999999999996,0.8800000000000008,1.4000000000000004,1.2999999999999998,0.13906000000000002,0.3140966693171594,-0.9102644742657198,0.010858088976340108,-0.005826410448193986,5.0,0.19843597262952128,0.0,0.24279540000000033,0.09945419103313835,0.15719235078091565,87.0,1.0,157.0,-0.003229125904024799,61.0,0.054790000000000005,0.1043750000000001,0.011111111111111072,-971.6000000000022,0.13254499999999947,0.698169
1,10,58.96,12.2,8.62,13.65,9.47,11.7,15.1,0.65328,2.8840025138590297,26.531654941429444,0.5046948356807511,0.491646518618622,24.0,3.034482758620689,6,6.7661533,4.520759193357058,11.078755457238064,843,29,1151,0.4590163934426229,497.0,0.14328,6.4179316,0.8761904761904762,35683.61666666667,4.80625,29.194191,79.5,6.4,7.4,8.38,8.06,9.2,8.8,0.47873,2.2348846593742984,33.729527187272666,0.4931506849315068,0.4860411078225502,23.0,2.4473684210526314,5,6.6962457,4.423963133640553,11.04262449100932,651,38,871,0.45662100456621,388.0,0.12752,6.164659,0.8523809523809524,35404.666666666664,4.5653906,33.524006,-20.54,5.799999999999999,1.2199999999999989,5.27,1.4100000000000001,2.5,6.299999999999999,0.17454999999999998,0.6491178544847314,-7.197872245843222,0.011544150749244309,0.005605410796071797,1.0,0.5871143375680576,1.0,0.06990759999999963,0.09679605971650496,0.03613096622874323,192.0,-9.0,280.0,0.002395388876412885,109.0,0.015759999999999996,0.25327259999999985,0.023809523809523836,278.95000000000437,0.2408594000000006,-4.329815
2,1,64.64,10.1,8.29,11.93,9.64,11.8,12.8,0.55927,2.7047139528631488,32.038819728205695,0.528395061728395,0.4451531068436604,30.0,2.8823529411764706,11,6.632031,4.62155388471178,11.070258095292523,798,34,1152,0.4698067632850241,474.0,0.16844,5.939364,0.8277777777777777,25859.68333333333,4.5631127,19.764576,69.72,8.1,7.81,9.73,9.34,10.7,10.4,0.40618,1.9889189511135303,33.01651469483487,0.5249169435215947,0.4208952114960851,19.0,2.46875,10,6.66704,4.630067567567568,11.094510008426772,592,32,846,0.4675324675324675,332.0,0.15336,6.0748973,0.7833333333333333,24029.58333333333,4.4822187,19.001389,-5.079999999999998,2.0,0.47999999999999954,2.1999999999999993,0.3000000000000007,1.1000000000000014,2.4000000000000004,0.15309000000000006,0.7157950017496184,-0.9776949666291728,0.003478118206800329,0.024257895347575276,11.0,0.41360294117647056,1.0,-0.03500900000000051,-0.008513682855788574,-0.02425191313424868,206.0,2.0,306.0,0.0022742957525565544,142.0,0.01508000000000001,-0.13553329999999963,0.0444444444444444,1830.1000000000022,0.0808939999999998,0.7631870000000021
2,2,66.03,7.5,9.28,9.65,10.43,10.7,9.2,0.59056,2.2361509173363414,33.61282882848168,0.5007751937984496,0.4022021858209401,7.0,2.591836734693877,7,7.5193458,4.856481481481482,12.003785429492986,648,49,938,0.4463190184049079,323.0,0.18022,6.71969,0.7430167597765364,30798.266666666663,5.2282796,31.46992,83.05,5.1,7.77,7.45,8.23,9.2,7.4,0.39744,1.8935358854944035,34.874846281625324,0.483065953654189,0.4254465182010324,7.0,2.261904761904762,6,6.9005294,4.506261180679785,11.285377567587354,559,42,739,0.431095406360424,289.0,0.11218,6.288468,0.8388888888888889,28351.016666666663,4.64024,28.864147,-17.019999999999996,2.4000000000000004,1.5099999999999998,2.2,2.1999999999999993,1.5,1.799999999999999,0.19311999999999996,0.34261503184193787,-1.2620174531436419,0.01770924014426062,-0.023244332380092325,0.0,0.32993197278911524,1.0,0.6188164,0.35022030080169664,0.7184078619056322,89.0,7.0,199.0,0.015223612044483914,34.0,0.06803999999999999,0.431222,-0.09587212911235254,2447.25,0.5880395999999992,2.6057729999999992
2,3,57.81,10.6,8.9,12.53,10.27,13.0,12.6,0.44756,1.876861081764811,24.415273431351373,0.525305410122164,0.4705094375740969,12.0,3.0,6,6.107207,4.7177700348432055,11.119513376210753,574,26,864,0.464471403812825,338.0,0.16836,5.4099665,0.7583333333333333,22975.916666666668,4.0458937,17.29468,68.3,8.7,7.66,10.04,9.63,11.2,11.2,0.28058,1.3147209064909766,27.23213600447308,0.5344418052256532,0.4790502345656315,14.0,3.238095238095238,7,6.395647,4.608076009501188,10.901770894509484,421,21,599,0.4752941176470588,249.0,0.13475,5.639161,0.775,21341.43333333333,4.0465508,16.865643,-10.489999999999995,1.9000000000000004,1.2400000000000002,2.49,0.6399999999999988,1.8000000000000007,1.4000000000000004,0.16698000000000002,0.5621401752738344,-2.816862573121707,-0.009136395103489181,-0.008540796991534594,-2.0,-0.23809523809523814,-1.0,-0.2884400000000005,0.10969402534201755,0.21774248170126853,153.0,5.0,265.0,-0.010822713834233832,89.0,0.03361,-0.2291944999999993,-0.01666666666666672,1634.4833333333372,-0.0006571000000006322,0.429037000000001
2,4,48.03,12.3,9.56,13.68,12.48,15.2,14.9,0.58563,2.192644114202948,22.34405154805753,0.4693251533742331,0.4562189726968877,14.0,3.1785714285714284,8,7.402756,5.075268817204301,11.900516746701314,651,28,1058,0.4316109422492401,355.0,0.23739,6.5412436,0.7523809523809524,32373.566666666666,5.0646644,41.271313,53.41,10.2,8.57,10.74,10.9,13.4,11.4,0.46772,1.847691884545604,27.864787511419177,0.4466546112115732,0.4552013059971906,14.0,2.71875,8,6.7755017,4.907942238267148,11.46287431520464,554,31,874,0.4265232974910394,319.0,0.23062,6.0998077,0.7952380952380952,31226.83333333333,4.635649,35.584488,-5.3799999999999955,2.1000000000000014,0.9900000000000002,2.9399999999999995,1.58,1.799999999999999,3.5,0.11790999999999996,0.34495222965734396,-5.520735963361648,0.0226705421626599,0.0010176666996971062,0.0,0.4598214285714284,0.0,0.6272542999999997,0.16732657893715341,0.43764243149667337,97.0,-3.0,184.0,0.005087644758200727,36.0,0.006769999999999998,0.4414358999999992,-0.042857142857142816,1146.7333333333372,0.42901539999999994,5.686824999999999
2,5,60.85,9.4,9.68,11.44,10.91,11.7,11.7,0.53299,2.0467336256401256,21.964505638384946,0.497553017944535,0.4709972038946075,22.0,3.25,10,7.082152,4.838815789473684,11.188482904475483,608,28,893,0.4172077922077922,356.0,0.20875,6.036287,0.7666666666666667,21383.066666666666,4.768696,23.299835,72.05,7.2,8.45,9.1,9.51,10.0,9.4,0.40623,1.4176145516165246,24.035260810000004,0.4741573033707865,0.5648968010672888,35.0,2.8076923076923075,6,6.824034,4.635746606334842,10.818980006487577,442,26,611,0.3982102908277405,321.0,0.21022,5.93977,0.7733333333333333,21707.316666666666,4.4190187,21.957056,-11.199999999999996,2.2,1.2300000000000004,2.34,1.4000000000000004,1.6999999999999993,2.299999999999999,0.12675999999999998,0.629119074023601,-2.0707551716150583,0.023395714573748505,-0.09389959717268132,-13.0,0.4423076923076925,4.0,0.2581179999999996,0.20306918313884204,0.3695028979879069,166.0,2.0,282.0,0.018997501380051685,35.0,-0.001469999999999999,0.09651699999999952,-0.006666666666666599,-324.25,0.34967730000000063,1.3427790000000002
2,6,58.11,10.5,9.7,12.32,10.5,12.6,12.9,0.42009,1.4605996006389053,18.77811582557251,0.5330296127562643,0.3655879609779829,9.0,3.3,6,6.7776566,4.830626450116009,11.30278054894764,431,20,640,0.4777777777777778,197.0,0.19274,5.9129,0.7583333333333333,17581.9,4.69061,24.66693,72.56,7.0,8.47,8.92,8.47,10.7,8.5,0.30749,1.1893741642247044,23.88852957892679,0.5082872928176796,0.4036093663217601,11.0,2.4782608695652173,5,6.6611805,4.515320334261839,10.996924392150408,359,23,497,0.478494623655914,193.0,0.15601,5.8171434,0.7916666666666666,18170.3,4.4659166,18.47066,-14.450000000000003,3.5,1.2299999999999986,3.4000000000000004,2.0299999999999994,1.9000000000000004,4.4,0.11260000000000003,0.2712254364142008,-5.11041375335428,0.024742319938584667,-0.03802140534377718,-2.0,0.8217391304347825,1.0,0.11647609999999986,0.31530611585417034,0.30585615679723155,72.0,-3.0,143.0,-0.0007168458781361964,4.0,0.036729999999999985,0.09575659999999964,-0.033333333333333326,-588.3999999999978,0.2246934000000005,6.196270000000002
